fiato,breath
breath,fiato
studia,study | studies | analyzes | it examines | he examines
study | studies | analyzes | it examines | he examines,studia
spesso,often
often,spesso
rosa,pink | rose | romantic | rosa
pink | rose | romantic | rosa,rosa
estate,summer
summer,estate
svizzera,Swiss | hamburger | Switzerland
Swiss | hamburger | Switzerland,svizzera
vai,you go | go
you go | go,vai
perché,why | for | find | found | reason
why | for | find | found | reason,perché
tedesco,German
German,tedesco
svizzero,Swiss
Swiss,svizzero
sempre,always
always,sempre
anno,year
year,anno
vado,I go | go | I'm going
I go | go | I'm going,vado
ogni,every
every,ogni
lagna,beef
beef,lagna
mese,month
month,mese
vuole,want | wants | wishes
want | wants | wishes,vuole
il prossimo,next
next,il prossimo
svuoto,clear
clear,svuoto
macchine,car | cars | engine | machine | machines
car | cars | engine | machine | machines,macchine
taglie,sizes
sizes,taglie
cani,dogs
dogs,cani
figlie,daughters
daughters,figlie
sanno,knew | knows | they can | they know | know how to
knew | knows | they can | they know | know how to,sanno
zecca,tick | mint
tick | mint,zecca
balconi,balconies
balconies,balconi
giardino,garden
garden,giardino
gatti,cats
cats,gatti
stanze,rooms
rooms,stanze
bella,nice | pretty | beautiful | fair copy
nice | pretty | beautiful | fair copy,bella
ingiallito,turned
turned,ingiallito
siamo,be | did | are | feel | we've
be | did | are | feel | we've,siamo
macchina,car | machine | automobile | he plots | she plots
car | machine | automobile | he plots | she plots,macchina
tagli,cut | mow | stop | break
cut | mow | stop | break,tagli
figli,sons | children
sons | children,figli
gatto,cat
cat,gatto
nuove,new | anew | again | afresh | further
new | anew | again | afresh | further,nuove
siete,be | you're | you’re | you've | did you
be | you're | you’re | you've | did you,siete
ieri,yesterday
yesterday,ieri
pieno,full | rich | busy | solid | heavy
full | rich | busy | solid | heavy,pieno
vicine,close | neighbors
close | neighbors,vicine
americane,American | Americans
American | Americans,americane
italiane,Italian | Italians | Italian-style
Italian | Italians | Italian-style,italiane
loro,they | them | their | theirs | they'll
they | them | their | theirs | they'll,loro
vicini,near | close | nearby | similar | neighbor
near | close | nearby | similar | neighbor,vicini
italiani,Italian | Italians
Italian | Italians,italiani
americani,American | Americans
American | Americans,americani
nuovi,new | anew | again | afresh | further
new | anew | again | afresh | further,nuovi
ospedale,hospital
hospital,ospedale
purtroppo,unfortunately
unfortunately,purtroppo
tappi,stop
stop,tappi
difficile,difficult
difficult,difficile
stressante,stressful
stressful,stressante
noioso,boring
boring,noioso
buffo,funny | goofy
funny | goofy,buffo
divertente,fun
fun,divertente
interessante,interesting
interesting,interessante
facile,easy
easy,facile
canapè,couch
couch,canapè
cuoca,cook
cook,cuoca
professoressa,teacher | teachers | professor
teacher | teachers | professor,professoressa
dottoressa,doctor | graduate
doctor | graduate,dottoressa
scuola,school
school,scuola
anche,so | too | even | hips | also
so | too | even | hips | also,anche
matto,mad | madly | loony | crazy | potty
mad | madly | loony | crazy | potty,matto
ufficio,office
office,ufficio
professore,teacher | teachers | professor
teacher | teachers | professor,professore
ora,now
now,ora
dottore,doctor
doctor,dottore
cuoco,cook
cook,cuoco
sale,sal | wit | salt | piquancy
sal | wit | salt | piquancy,sale
come stai,how are you
how are you,come stai
di solito,usually
usually,di solito
sai,can | know | knew | savor | smell
can | know | knew | savor | smell,sai
allora,so
so,allora
fai,do | made | make | have | keep
do | made | make | have | keep,fai
sto bene,I'm fine
I'm fine,sto bene
troppo,too | very | overly | excessively
too | very | overly | excessively,troppo
mobili,furniture | furnishings
furniture | furnishings,mobili
fatta,do | have | make | form | last
do | have | make | form | last,fatta
hai bisogno di,you need
you need,hai bisogno di
letto,bed
bed,letto
qualcosa,anything | something
anything | something,qualcosa
noi,us | ourselves
us | ourselves,noi
la nostra,our | ours
our | ours,la nostra
cucina,kitchen
kitchen,cucina
abbiamo,ve | own | are | have
ve | own | are | have,abbiamo
sabbia,sand
sand,sabbia
soggiorno,stay | visit | visited | family room | living room
stay | visit | visited | family room | living room,soggiorno
lavatrice,washing machine
washing machine,lavatrice
scusate,excuse me | you excuse | you justify | you apologize | you say sorry
excuse me | you excuse | you justify | you apologize | you say sorry,scusate
finestra,window
window,finestra
lastra,plate | sheets
plate | sheets,lastra
altri,other | others | different
other | others | different,altri
balcone,balcony
balcony,balcone
cane,dog
dog,cane
voi,you'll | yourselves
you'll | yourselves,voi
affitto,rent
rent,affitto
ragazzi,boys | kids | guys | children | boyfriends
boys | kids | guys | children | boyfriends,ragazzi
buffi,funny
funny,buffi
grande,big
big,grande
avete,did | own | have | keep | you've
did | own | have | keep | you've,avete
calza,sock | stocking
sock | stocking,calza
appartamento,apartment
apartment,appartamento
per,on | to | in | by | for
on | to | in | by | for,per
coinquilino,roommate
roommate,coinquilino
stanza,room
room,stanza
coinquilina,roommate
roommate,coinquilina
il nostro,our | ours
our | ours,il nostro
costano,are | cost
are | cost,costano
quanto costano,how much are
how much are,quanto costano
economica,cheap | economic | financial | economical | inexpensive
cheap | economic | financial | economical | inexpensive,economica
triste,sad | darker | depressed
sad | darker | depressed,triste
tre,three
three,tre
economico,cheap
cheap,economico
gonne,skirts
skirts,gonne
specie,kind | kinds
kind | kinds,specie
camicie,shirts | blouses
shirts | blouses,camicie
gonna,skirt
skirt,gonna
cara,dear | costly | expensive
dear | costly | expensive,cara
due,two
two,due
le,it | her | she | the | them
it | her | she | the | them,le
stivali,boots
boots,stivali
uffa,Ugh
Ugh,uffa
zaini,backpacks
backpacks,zaini
zeri,zero | digit | zeros
zero | digit | zeros,zeri
gli,he | it | him | the | his
he | it | him | the | his,gli
in offerta,on sale
on sale,in offerta
dove,where
where,dove
i,the | his
the | his,i
maglioni,jumpers | sweaters | pullovers
jumpers | sweaters | pullovers,maglioni
cappelli,hats
hats,cappelli
aperto,open
open,aperto
al mercato,at the market | to the market | in the market
at the market | to the market | in the market,al mercato
comprare,to buy
to buy,comprare
care,kind | dear | sweet | honey | costly
kind | dear | sweet | honey | costly,care
vestiti,clothes
clothes,vestiti
mercato,market
market,mercato
taxi,cab | cabs | taxis | taxi
cab | cabs | taxis | taxi,taxi
cura,care | cure | course | nurses | charge
care | cure | course | nurses | charge,cura
non ti preoccupare,don't worry
don't worry,non ti preoccupare
in ritardo,late
late,in ritardo
aeroporto,airport
airport,aeroporto
pacco,pack | packs | package
pack | packs | package,pacco
mi dispiace,sorry
sorry,mi dispiace
autobus,bus
bus,autobus
buco,hit | hole | broke | break | broken
hit | hole | broke | break | broken,buco
non lo so,I do not know
I do not know,non lo so
hotel,hotels | albergo | hotel
hotels | albergo | hotel,hotel
trovare,to find
to find,trovare
viro,turn
turn,viro
mi sono persa,got lost
got lost,mi sono persa
devo,I must | I have to | must
I must | I have to | must,devo
andare,to go | go | goes | went
to go | go | goes | went,andare
puoi ripetere,can you repeat | may you repeat | could you repeat | are you able to repeat
can you repeat | may you repeat | could you repeat | are you able to repeat,puoi ripetere
hobby,hobbies | pastime | hobby
hobbies | pastime | hobby,hobby
capa,boss
boss,capa
solo,but | only | mere | just | lone
but | only | mere | just | lone,solo
ho capito,understand | understood
understand | understood,ho capito
non ho capito,I don't understand | I haven't understood | I didn't get it | I didn't catch that
I don't understand | I haven't understood | I didn't get it | I didn't catch that,non ho capito
lì,there | throws | thereabouts | at first | very nearly
there | throws | thereabouts | at first | very nearly,lì
treno,train
train,treno
cerco,find | found | looking | I try | I look for
find | found | looking | I try | I look for,cerco
mi sono perso,got lost | I'm lost
got lost | I'm lost,mi sono perso
non,n’t | can't | won’t | won't | don't
n’t | can't | won’t | won't | don't,non
stazione,station
station,stazione
taglio,cut | stop | trim | style | break
cut | stop | trim | style | break,taglio
stasera,tonight
tonight,stasera
domani,tomorrow
tomorrow,domani
voglio,want | take
want | take,voglio
lisa,lisa
lisa,lisa
visitare,to visit
to visit,visitare
fine settimana,weekend
weekend,fine settimana
vuoi,want
want,vuoi
puoi,you can | can
you can | can,puoi
pattinare,to skate
to skate,pattinare
lasci,leave
leave,lasci
uscire,came | got | walk | walks | exits
came | got | walk | walks | exits,uscire
bere,to drink
to drink,bere
gialli,amber | crime | yellow | sallow | mystery
amber | crime | yellow | sallow | mystery,gialli
cari,dear | fond | costly | expensive
dear | fond | costly | expensive,cari
sport,sports | sport
sports | sport,sport
mangiare,to eat
to eat,mangiare
cosa,what
what,cosa
fare,to do | do | make | makes | made
to do | do | make | makes | made,fare
casse,speakers | cashiers | checkouts
speakers | cashiers | checkouts,casse
passeggiare,to walk around
to walk around,passeggiare
quando,when
when,quando
mi piace,I like
I like,mi piace
libera,free | clear | releases | available | he frees
free | clear | releases | available | he frees,libera
cantare,to sing
to sing,cantare
leggenda,tale | myth | story | legend
tale | myth | story | legend,leggenda
nuotare,to swim
to swim,nuotare
ballare,to dance
to dance,ballare
raggi,rays
rays,raggi
suonare,mean | beat | gone | ring
mean | beat | gone | ring,suonare
ti piace,you like
you like,ti piace
libero,free | available
free | available,libero
oggi,today
today,oggi
la tua,your | yours
your | yours,la tua
molto,far | very | much | really | a lot
far | very | much | really | a lot,molto
spagnolo,Spanish | Spaniard
Spanish | Spaniard,spagnolo
studio,study | office | I study
study | office | I study,studio
radio,radium | radius | radios | radio
radium | radius | radios | radio,radio
parli,talk | speak | you are talking | you are speaking
talk | speak | you are talking | you are speaking,parli
il tuo,your | yours
your | yours,il tuo
studi,study | survey | office | studied | practice
study | survey | office | studied | practice,studi
sana,healthy | be healed
healthy | be healed,sana
suo,his | her | its | your | hers
his | her | its | your | hers,suo
inglese,English | British
English | British,inglese
bene,well
well,bene
barra,bar | rod | rods
bar | rod | rods,barra
sorella,sister
sister,sorella
parlo,talk | speak | I am talking | I am speaking
talk | speak | I am talking | I am speaking,parlo
fratello,brother
brother,fratello
in,at | to | on | by | for
at | to | on | by | for,in
palla,ball | drag | bummer
ball | drag | bummer,palla
vivi,alive | living | you live | you experience
alive | living | you live | you experience,vivi
piano,slow | even | flat | plan | level
slow | even | flat | plan | level,piano
lavori,jobs | works | worked | you work | you are working
jobs | works | worked | you work | you are working,lavori
mi chiamo,my name is | i am called
my name is | i am called,mi chiamo
lavoro,job | work | jobs | task | labor
job | work | jobs | task | labor,lavoro
a,à | at | on | to | in
à | at | on | to | in,a
come ti chiami,what's your name
what's your name,come ti chiami
vivo,live | alive | sharp | acute | vivid
live | alive | sharp | acute | vivid,vivo
costa,costs | slope | spine | coast | seabord
costs | slope | spine | coast | seabord,costa
cento,one hundred
one hundred,cento
euro,euro | euros
euro | euros,euro
dieci,ten
ten,dieci
cinquanta,fifty
fifty,cinquanta
piccola,less | baby | minor | small | little
less | baby | minor | small | little,piccola
quanto costa,how much is
how much is,quanto costa
nera,black
black,nera
scontrino,receipt
receipt,scontrino
quanta,how
how,quanta
nero,black
black,nero
uno,a | 1 | an | one | someone
a | 1 | an | one | someone,uno
zaino,backpack
backpack,zaino
piccolo,small
small,piccolo
specchio,mirror
mirror,specchio
rossa,red
red,rossa
camicia,shirt
shirt,camicia
giacca,jacket
jacket,giacca
nodo,knot | junction
knot | junction,nodo
nuova,new | recent
new | recent,nuova
messi,set
set,messi
aglio,garlic
garlic,aglio
maglione,sweater
sweater,maglione
cappello,hat
hat,cappello
ho bisogno di,need
need,ho bisogno di
nuovo,new
new,nuovo
rosso,red
red,rosso
tiramisù,tiramisu | tiramisù
tiramisu | tiramisù,tiramisù
come dolce,for dessert
for dessert,come dolce
conto,bill | check
bill | check,conto
torta,cake
cake,torta
a presto,see you soon
see you soon,a presto
notte,night | nights | evenings
night | nights | evenings,notte
casa,home | place | house | domicile
home | place | house | domicile,casa
pollo,chicken
chicken,pollo
pesce,fish
fish,pesce
riso,rice
rice,riso
pasta,pasta
pasta,pasta
come primo,for the first course
for the first course,come primo
come secondo,for the second course
for the second course,come secondo
insalata,salad
salad,insalata
antipasto,appetizer
appetizer,antipasto
suono,sound | noises
sound | noises,suono
buona sera,good night | good evening
good night | good evening,buona sera
vorrei,I'd like
I'd like,vorrei
l',it | her | the | him | hers
it | her | the | him | hers,l'
buon giorno,good morning
good morning,buon giorno
prego,you're welcome
you're welcome,prego
menù,menu
menu,menù
ecco,there | that's | here’s | here's | there's
there | that's | here’s | here's | there's,ecco
secco,die | her | dry | hard | dries
die | her | dry | hard | dries,secco
tavolo,table
table,tavolo
timido,shy
shy,timido
amico,friend
friend,amico
simpatico,nice
nice,simpatico
alta,top | deep | long | tall | loud
top | deep | long | tall | loud,alta
il mio,my | mine
my | mine,il mio
un',a | an | one | each | someone
a | an | one | each | someone,un'
la mia,my | mine
my | mine,la mia
amica,friend | friends | partner
friend | friends | partner,amica
simpatica,nice | likable
nice | likable,simpatica
ha,has | have | he has | she has
has | have | he has | she has,ha
ragazza,girl | girlfriend
girl | girlfriend,ragazza
americana,American
American,americana
ho,I have | have
I have | have,ho
vicina,neighbor
neighbor,vicina
voci,talk | voices | entries | you yell | you shout
talk | voices | entries | you yell | you shout,voci
pazzo,mad | crazy | goofy | madman | maddest
mad | crazy | goofy | madman | maddest,pazzo
timida,shy
shy,timida
alto,tall
tall,alto
hanno,did | own | are | have
did | own | are | have,hanno
ragazzo,boy | boyfriend
boy | boyfriend,ragazzo
americano,American
American,americano
vicino,neighbor
neighbor,vicino
mai,ever | never
ever | never,mai
hai,you have | have
you have | have,hai
pizzeria,pizzeria
pizzeria,pizzeria
lacci,tie | lace | cord | laces | ribbon
tie | lace | cord | laces | ribbon,lacci
molle,soft
soft,molle
questa,this | that | these | those | that's
this | that | these | those | that's,questa
grazie mille,thank you very much
thank you very much,grazie mille
farmacia,pharmacy
pharmacy,farmacia
bar,cafe | café | cafes | cafés
cafe | café | cafes | cafés,bar
questo,this | that | these | those | that's
this | that | these | those | that's,questo
ragno,spider
spider,ragno
quale,what | which | such as
what | which | such as,quale
e,and
and,e
ristorante,restaurant
restaurant,ristorante
banca,bank
bank,banca
bagno,wet | swim | bath | toilet | washroom
wet | swim | bath | toilet | washroom,bagno
chiesa,church
church,chiesa
signora,Ms. | mrs | lady | mrs. | madam
Ms. | mrs | lady | mrs. | madam,signora
la,it | her | the | for | your
it | her | the | for | your,la
c'è,there’s | there is | there was
there’s | there is | there was,c'è
piazza,square
square,piazza
mazzo,pack | stock
pack | stock,mazzo
dov'è,where is
where is,dov'è
qui,here
here,qui
teatro,theater
theater,teatro
negozio,store
store,negozio
signore,sir
sir,signore
il,a | the
a | the,il
italiana,Italian | italians
Italian | italians,italiana
figlio,son
son,figlio
mano,coat | hand | layer | coats
coat | hand | layer | coats,mano
o,or
or,o
che,who | how | that | than | what
who | how | that | than | what,che
moglie,wife
wife,moglie
cassa,cashier | cash desk | cash register
cashier | cash desk | cash register,cassa
italiano,Italian
Italian,italiano
marito,husband
husband,marito
figlia,daughter
daughter,figlia
madre,mother
mother,madre
una,a | an | one
a | an | one,una
lei,she | her | hers | she'll | you'll
she | her | hers | she'll | you'll,lei
luna,moon | month
moon | month,luna
chi,who | whom
who | whom,chi
uovo,egg
egg,uovo
è,is | he is | she is | it's
is | he is | she is | it's,è
lui,he
he,lui
padre,father
father,padre
bello,nice | good | lovely | pretty | handsome
nice | good | lovely | pretty | handsome,bello
dare,gave | give | sit | sits | held
gave | give | sit | sits | held,dare
di dove sei,where are you from
where are you from,di dove sei
ah,oh | ah
oh | ah,ah
madri,stub | moms' | mother | mothers
stub | moms' | mother | mothers,madri
Filadelfia,Philadelphia
Philadelphia,Filadelfia
caro,dear | honey | costly | darling | beloved
dear | honey | costly | darling | beloved,caro
fantastico,fantastic
fantastic,fantastico
Londra,London
London,Londra
me,myself | me
myself | me,me
tu,you'll
you'll,tu
sei,are | you are | you're
are | you are | you're,sei
scusa,sorry | pretext | excuse me
sorry | pretext | excuse me,scusa
vero,real | true | right | isn't | aren’t
real | true | right | isn't | aren’t,vero
di,'s | at | to | of | in
's | at | to | of | in,di
Milano,Milan
Milan,Milano
Roma,Rome
Rome,Roma
rido,laugh | smile | giggle | ridere | chuckle
laugh | smile | giggle | ridere | chuckle,rido
piacere,nice to meet you
nice to meet you,piacere
cera,crayon
crayon,cera
tonno,tuna
tuna,tonno
sono,am | are | they are | I'm
am | are | they are | I'm,sono
cielo,sky | heaven
sky | heaven,cielo
io,me | i'd | i'll
me | i'd | i'll,io
ciao,hi | bye | hello | goodbye
hi | bye | hello | goodbye,ciao
zucchero,sugar
sugar,zucchero
arrivederci,goodbye
goodbye,arrivederci
cappuccino,cappuccino
cappuccino,cappuccino
gelato,icy | frozen | frosted | chilled | ice-cold
icy | frozen | frosted | chilled | ice-cold,gelato
no,not | haven't | no
not | haven't | no,no
ma,but | only | though
but | only | though,ma
latte,milk
milk,latte
sì,yes
yes,sì
grazie,thank you
thank you,grazie
con,to | with | featuring
to | with | featuring,con
caffè,coffee
coffee,caffè
lo,it | the | him | that
it | the | him | that,lo
un,a | an | one
a | an | one,un
salve,hello
hello,salve
tè,tea | teas
tea | teas,tè
per favore,please
please,per favore
cornetto,croissant
croissant,cornetto
